,ID,Timestamp,Tweet URL,Keywords,Account handle,Account name,Account type,Joined,Following,Followers,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Content type,Likes,Replies,Retweets,Theme,Stemmed,Lemmatized
51,10-52,31/03/23 21:41:23,https://mobile.twitter.com/KentNovinger/status/1456612905638498305,Ivermectin works Philippines,@KentNovinger,Kent Novinger,Identified,10/17,370,118,"If it were actually about saving lives then those who advocate for effective alternatives would not be silenced! Ivermectin works, my friend in the Philippines came down with Covid and within four days she was significantly improved!",If it were actually about saving lives then those who advocate for effective alternatives would not be silenced Ivermectin works my friend in the Philippines came down with Covid and within four days she was significantly improved,233,"Text, Reply",05/11/21 21:22,Rational,1,1,0,0,"['if', 'actual', 'save', 'live', 'advoc', 'effect', 'altern', 'would', 'silenc', 'ivermectin', 'work', 'friend', 'philippin', 'came', 'covid', 'within', 'four', 'day', 'significantli', 'improv']","['if', 'actually', 'saving', 'life', 'advocate', 'effective', 'alternative', 'would', 'silenced', 'ivermectin', 'work', 'friend', 'philippine', 'came', 'covid', 'within', 'four', 'day', 'significantly', 'improved']"
52,10-53,31/03/23 21:45:38,https://mobile.twitter.com/EvangelineFaja3/status/1449389392858996738,Ivermectin works Philippines,@EvangelineFaja3,Evangeline Fajardo,Identified,03/13,1739,1176,Ivermectin works! My friend nurse along with a few doctors and nurses just came home  from the Philippines after doing Mission work . They brought Ivermectin to the Phil. She highly marveled on the effectiveness of Ivermectin .She even took Ivermectin as a prophylaxis from Covid.,Ivermectin works My friend nurse along with a few doctors and nurses just came home  from the Philippines after doing Mission work  They brought Ivermectin to the Phil She highly marveled on the effectiveness of Ivermectin She even took Ivermectin as a prophylaxis from Covid,280,"Text, Reply",16/10/21 22:58,Rational,0,0,0,0,"['ivermectin', 'work', 'my', 'friend', 'nurs', 'along', 'doctor', 'nurs', 'came', 'home', 'philippin', 'mission', 'work', 'they', 'brought', 'ivermectin', 'phil', 'she', 'highli', 'marvel', 'effect', 'ivermectin', 'she', 'even', 'took', 'ivermectin', 'prophylaxi', 'covid']","['ivermectin', 'work', 'my', 'friend', 'nurse', 'along', 'doctor', 'nurse', 'came', 'home', 'philippine', 'mission', 'work', 'they', 'brought', 'ivermectin', 'phil', 'she', 'highly', 'marveled', 'effectiveness', 'ivermectin', 'she', 'even', 'took', 'ivermectin', 'prophylaxis', 'covid']"
53,10-54,31/03/23 21:48:52,https://mobile.twitter.com/Conartist_D/status/1621581093806936065,Ivermectin works Philippines,@Conartist_D,💿,Anonymous,05/22,45,5,Took a visit to the Philippines ; in every bathrooms medicine cabinet was a container of ivermectin … you know why? Because it works and they didn’t suffer disinformation from US propaganda .,Took a visit to the Philippines ; in every bathrooms medicine cabinet was a container of ivermectin … you know why Because it works and they didn’t suffer disinformation from US propaganda ,191,"Text, Reply",04/02/23 02:47,Rational,12,2,0,0,"['took', 'visit', 'philippin', ';', 'everi', 'bathroom', 'medicin', 'cabinet', 'contain', 'ivermectin', '…', 'know', 'becaus', 'work', '’', 'suffer', 'disinform', 'us', 'propaganda']","['took', 'visit', 'philippine', ';', 'every', 'bathroom', 'medicine', 'cabinet', 'container', 'ivermectin', '…', 'know', 'because', 'work', '’', 'suffer', 'disinformation', 'u', 'propaganda']"
54,10-55,31/03/23 21:53:35,https://mobile.twitter.com/jaesonv/status/1372710655946489858,Ivermectin works Philippines,@jaesonv,Jason Velasco,Anonymous,11/09,553,225,"Fifth. Ivermectin works. 

If vaccines have up to 95% efficacy, why have a vaccine if the Immune Systems has better chances of fighting off the virus - the CFR for the Philippines is at 2%, far lower if you consider those below 49 years of age.",Fifth Ivermectin works If vaccines have up to 95% efficacy why have a vaccine if the Immune Systems has better chances of fighting off the virus - the CFR for the Philippines is at 2% far lower if you consider those below 49 years of age,246,"Text, Reply",19/03/21 08:44,Rational,0,0,0,1,"['fifth', 'ivermectin', 'work', 'if', 'vaccin', '95', '%', 'efficaci', 'vaccin', 'immun', 'system', 'better', 'chanc', 'fight', 'viru', '-', 'cfr', 'philippin', '2', '%', 'far', 'lower', 'consid', '49', 'year', 'age']","['fifth', 'ivermectin', 'work', 'if', 'vaccine', '95', '%', 'efficacy', 'vaccine', 'immune', 'system', 'better', 'chance', 'fighting', 'virus', '-', 'cfr', 'philippine', '2', '%', 'far', 'lower', 'consider', '49', 'year', 'age']"
55,10-56,31/03/23 22:10:46,https://mobile.twitter.com/StilesMoz/status/1433272257422544897,Ivermectin effective Philippines,@StilesMoz,Publ!us 🍊,Anonymous,07/11,561,337,"I was told by a doctor from the Philippines that it was pretty effective there, esp since they had no choice without the vaccines.

Plus ivermectin has a track record spanning decades.",I was told by a doctor from the Philippines that it was pretty effective there esp since they had no choice without the vaccinesPlus ivermectin has a track record spanning decades,186,"Text, Reply",02/09/21 11:35,Rational,2,0,0,0,"['i', 'told', 'doctor', 'philippin', 'pretti', 'effect', 'esp', 'sinc', 'choic', 'without', 'vaccin', 'plu', 'ivermectin', 'track', 'record', 'span', 'decad']","['i', 'told', 'doctor', 'philippine', 'pretty', 'effective', 'esp', 'since', 'choice', 'without', 'vaccine', 'plus', 'ivermectin', 'track', 'record', 'spanning', 'decade']"
56,10-57,31/03/23 22:13:24,https://mobile.twitter.com/MhaeMha04518743/status/1387616826729828352,Ivermectin,@MhaeMha04518743,: ✨𝑀𝒾 𝒦𝒶 ✨:,Anonymous,03/21,65,64,"#Ivermectine

{I am treating lot of people through phone consultations. My policy is ""Pill First and Test Next"". I have two options: Mild-Moderate & Severe treatment options. We are getting excellent results with Ivermectin (started early), BIG Doctors who constantly appears on TV don't want to give credit to this cheap drug. None of my hospital staff got positive till now. Nothing exaggeration.

We still believe that IVERMECTIN is SAVING INDIA. The most powerful weapon of India (IVERMECTIN) has been getting BAD propaganda by Big pharma & Big scientists since Jan 2021 (Coincidentally the month when global political power change). Many Indian doctors under the influence of their NRI doctors have stopped using Ivermectin. This lead to neglected early home-care and people presented to hospitals in late state. Interestingly HFNC (High Flow Nasal Cannula) have been extensively used in hospitals in this 2nd wave. HFNC, though convenient & very good treatment, it is consuming more Oxygen. Doctors didn't realize this. Finally India has witnessed a Covid Tsunami and unexpected Oxygen shortage. But on 22nd April 2021, due to acute SHORTAGE of beds & Oxygen, India' apex health institute AIIMS Delhi has finally included IVERMECTIN for early HOME-CARE treatment for Mild-Moderate Covid-19. This is GAME CHANGER decision for INDIA and even for the entire WORLD. Ivermectin saved India in 2020 after it got official permission in Uttar Pradesh (8th August), followed by many other states (Bihar, Jharkand, Assam, West Bengal, Odisha, Uttarakand, Goa). This lead to control of Covid by October 2020. Now with the official acceptance of Ivermectin for Covid-19 by AIIMS Delhi (from 22nd April 2021), doctors have again STARTED prescribing IVERMECTIN for early HOME-CARE. So we are sure that the steep spike will have an ABRUPT FALL in 2 weeks (Mostly by 10th May 2021).

It's not a prediction, but a reality. Trust Ivermectin. It works on ALL VARIANTS of Coronavirus. We BEG health agencies & main stream media in other countries, NOT to give BAD PROPAGANDA to Ivermectin (a SAFE HUMAN drug since 33 years. Ivermectin is saving India (1380 million pop) & Africa 1350 million population)}","Ivermectine{I am treating lot of people through phone consultations My policy is ""Pill First and Test Next"" I have two options: Mild-Moderate & Severe treatment options We are getting excellent results with Ivermectin started early BIG Doctors who constantly appears on TV don't want to give credit to this cheap drug None of my hospital staff got positive till now Nothing exaggerationWe still believe that IVERMECTIN is SAVING INDIA The most powerful weapon of India IVERMECTIN has been getting BAD propaganda by Big pharma & Big scientists since Jan 2021 Coincidentally the month when global political power change Many Indian doctors under the influence of their NRI doctors have stopped using Ivermectin This lead to neglected early home-care and people presented to hospitals in late state Interestingly HFNC High Flow Nasal Cannula have been extensively used in hospitals in this 2nd wave HFNC though convenient & very good treatment it is consuming more Oxygen Doctors didn't realize this Finally India has witnessed a Covid Tsunami and unexpected Oxygen shortage But on 22nd April 2021 due to acute SHORTAGE of beds & Oxygen India' apex health institute AIIMS Delhi has finally included IVERMECTIN for early HOME-CARE treatment for Mild-Moderate Covid-19 This is GAME CHANGER decision for INDIA and even for the entire WORLD Ivermectin saved India in 2020 after it got official permission in Uttar Pradesh 8th August followed by many other states Bihar Jharkand Assam West Bengal Odisha Uttarakand Goa This lead to control of Covid by October 2020 Now with the official acceptance of Ivermectin for Covid-19 by AIIMS Delhi from 22nd April 2021 doctors have again STARTED prescribing IVERMECTIN for early HOME-CARE So we are sure that the steep spike will have an ABRUPT FALL in 2 weeks Mostly by 10th May 2021It's not a prediction but a reality Trust Ivermectin It works on ALL VARIANTS of Coronavirus We BEG health agencies & main stream media in other countries NOT to give BAD PROPAGANDA to Ivermectin a SAFE HUMAN drug since 33 years Ivermectin is saving India 1380 million pop & Africa 1350 million population}",2190,"Text, Image, Reply",29/04/21 11:56,Rational,0,0,0,1,"['ivermectin', '{', 'i', 'treat', 'lot', 'peopl', 'phone', 'consult', 'my', 'polici', '``', 'pill', 'first', 'test', 'next', ""''"", 'i', 'two', 'option', ':', 'mild-moder', '&', 'sever', 'treatment', 'option', 'we', 'get', 'excel', 'result', 'ivermectin', 'start', 'earli', 'big', 'doctor', 'constantli', 'appear', 'tv', ""n't"", 'want', 'give', 'credit', 'cheap', 'drug', 'none', 'hospit', 'staff', 'got', 'posit', 'till', 'noth', 'exaggerationw', 'still', 'believ', 'ivermectin', 'save', 'india', 'the', 'power', 'weapon', 'india', 'ivermectin', 'get', 'bad', 'propaganda', 'big', 'pharma', '&', 'big', 'scientist', 'sinc', 'jan', '2021', 'coincident', 'month', 'global', 'polit', 'power', 'chang', 'mani', 'indian', 'doctor', 'influenc', 'nri', 'doctor', 'stop', 'use', 'ivermectin', 'thi', 'lead', 'neglect', 'earli', 'home-car', 'peopl', 'present', 'hospit', 'late', 'state', 'interestingli', 'hfnc', 'high', 'flow', 'nasal', 'cannula', 'extens', 'use', 'hospit', '2nd', 'wave', 'hfnc', 'though', 'conveni', '&', 'good', 'treatment', 'consum', 'oxygen', 'doctor', ""n't"", 'realiz', 'final', 'india', 'wit', 'covid', 'tsunami', 'unexpect', 'oxygen', 'shortag', 'but', '22nd', 'april', '2021', 'due', 'acut', 'shortag', 'bed', '&', 'oxygen', 'india', ""'"", 'apex', 'health', 'institut', 'aiim', 'delhi', 'final', 'includ', 'ivermectin', 'earli', 'home-car', 'treatment', 'mild-moder', 'covid-19', 'thi', 'game', 'changer', 'decis', 'india', 'even', 'entir', 'world', 'ivermectin', 'save', 'india', '2020', 'got', 'offici', 'permiss', 'uttar', 'pradesh', '8th', 'august', 'follow', 'mani', 'state', 'bihar', 'jharkand', 'assam', 'west', 'bengal', 'odisha', 'uttarakand', 'goa', 'thi', 'lead', 'control', 'covid', 'octob', '2020', 'now', 'offici', 'accept', 'ivermectin', 'covid-19', 'aiim', 'delhi', '22nd', 'april', '2021', 'doctor', 'start', 'prescrib', 'ivermectin', 'earli', 'home-car', 'so', 'sure', 'steep', 'spike', 'abrupt', 'fall', '2', 'week', 'mostli', '10th', 'may', '2021it', ""'s"", 'predict', 'realiti', 'trust', 'ivermectin', 'it', 'work', 'all', 'variant', 'coronaviru', 'we', 'beg', 'health', 'agenc', '&', 'main', 'stream', 'media', 'countri', 'not', 'give', 'bad', 'propaganda', 'ivermectin', 'safe', 'human', 'drug', 'sinc', '33', 'year', 'ivermectin', 'save', 'india', '1380', 'million', 'pop', '&', 'africa', '1350', 'million', 'popul', '}']","['ivermectine', '{', 'i', 'treating', 'lot', 'people', 'phone', 'consultation', 'my', 'policy', '``', 'pill', 'first', 'test', 'next', ""''"", 'i', 'two', 'option', ':', 'mild-moderate', '&', 'severe', 'treatment', 'option', 'we', 'getting', 'excellent', 'result', 'ivermectin', 'started', 'early', 'big', 'doctor', 'constantly', 'appears', 'tv', ""n't"", 'want', 'give', 'credit', 'cheap', 'drug', 'none', 'hospital', 'staff', 'got', 'positive', 'till', 'nothing', 'exaggerationwe', 'still', 'believe', 'ivermectin', 'saving', 'india', 'the', 'powerful', 'weapon', 'india', 'ivermectin', 'getting', 'bad', 'propaganda', 'big', 'pharma', '&', 'big', 'scientist', 'since', 'jan', '2021', 'coincidentally', 'month', 'global', 'political', 'power', 'change', 'many', 'indian', 'doctor', 'influence', 'nri', 'doctor', 'stopped', 'using', 'ivermectin', 'this', 'lead', 'neglected', 'early', 'home-care', 'people', 'presented', 'hospital', 'late', 'state', 'interestingly', 'hfnc', 'high', 'flow', 'nasal', 'cannula', 'extensively', 'used', 'hospital', '2nd', 'wave', 'hfnc', 'though', 'convenient', '&', 'good', 'treatment', 'consuming', 'oxygen', 'doctor', ""n't"", 'realize', 'finally', 'india', 'witnessed', 'covid', 'tsunami', 'unexpected', 'oxygen', 'shortage', 'but', '22nd', 'april', '2021', 'due', 'acute', 'shortage', 'bed', '&', 'oxygen', 'india', ""'"", 'apex', 'health', 'institute', 'aiims', 'delhi', 'finally', 'included', 'ivermectin', 'early', 'home-care', 'treatment', 'mild-moderate', 'covid-19', 'this', 'game', 'changer', 'decision', 'india', 'even', 'entire', 'world', 'ivermectin', 'saved', 'india', '2020', 'got', 'official', 'permission', 'uttar', 'pradesh', '8th', 'august', 'followed', 'many', 'state', 'bihar', 'jharkand', 'assam', 'west', 'bengal', 'odisha', 'uttarakand', 'goa', 'this', 'lead', 'control', 'covid', 'october', '2020', 'now', 'official', 'acceptance', 'ivermectin', 'covid-19', 'aiims', 'delhi', '22nd', 'april', '2021', 'doctor', 'started', 'prescribing', 'ivermectin', 'early', 'home-care', 'so', 'sure', 'steep', 'spike', 'abrupt', 'fall', '2', 'week', 'mostly', '10th', 'may', '2021it', ""'s"", 'prediction', 'reality', 'trust', 'ivermectin', 'it', 'work', 'all', 'variant', 'coronavirus', 'we', 'beg', 'health', 'agency', '&', 'main', 'stream', 'medium', 'country', 'not', 'give', 'bad', 'propaganda', 'ivermectin', 'safe', 'human', 'drug', 'since', '33', 'year', 'ivermectin', 'saving', 'india', '1380', 'million', 'pop', '&', 'africa', '1350', 'million', 'population', '}']"
57,10-58,31/03/23 22:19:40,https://mobile.twitter.com/CKellyUAP/status/1374125291631611906,Ivermectin effective Philippines,@CKellyUAP,Craig Kelly,Identified,11/20,4445,87.3K,"#ivermectin viewed as a game changer in the Philippines where it's increasingly seen as a low cost & effective way of dealing with Covid in a country facing many logistical challenges. They're just doing their best to save lives!

{https://www.manilatimes.net/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/}",ivermectin viewed as a game changer in the Philippines where it's increasingly seen as a low cost & effective way of dealing with Covid in a country facing many logistical challenges They're just doing their best to save lives{https://wwwmanilatimesnet/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/},356,"Text, URL",23/03/21 06:26,Rational,212,14,86,1,"['ivermectin', 'view', 'game', 'changer', 'philippin', ""'s"", 'increasingli', 'seen', 'low', 'cost', '&', 'effect', 'way', 'deal', 'covid', 'countri', 'face', 'mani', 'logist', 'challeng', 'they', ""'re"", 'best', 'save', 'live', '{', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/wwwmanilatimesnet/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/', '}']","['ivermectin', 'viewed', 'game', 'changer', 'philippine', ""'s"", 'increasingly', 'seen', 'low', 'cost', '&', 'effective', 'way', 'dealing', 'covid', 'country', 'facing', 'many', 'logistical', 'challenge', 'they', ""'re"", 'best', 'save', 'life', '{', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/wwwmanilatimesnet/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/', '}']"
58,10-59,31/03/23 22:24:18,https://mobile.twitter.com/CSflowerfanatic/status/1441069355312291844,Ivermectin effective Philippines,@CSflowerfanatic,C,Anonymous,09/18,219,43,"Ivermectin was the noble peace prize medicine for 2015. Finland is using it in a nasal spray to fight Covid and the Philippines just added it to its list of effective treatments. 
Better question is why wouldn’t you want to follow what works?",Ivermectin was the noble peace prize medicine for 2015 Finland is using it in a nasal spray to fight Covid and the Philippines just added it to its list of effective treatments Better question is why wouldn’t you want to follow what works,243,"Text, Reply",23/09/21 23:58,Rational,2,0,0,1,"['ivermectin', 'nobl', 'peac', 'prize', 'medicin', '2015', 'finland', 'use', 'nasal', 'spray', 'fight', 'covid', 'philippin', 'ad', 'list', 'effect', 'treatment', 'better', 'question', '’', 'want', 'follow', 'work']","['ivermectin', 'noble', 'peace', 'prize', 'medicine', '2015', 'finland', 'using', 'nasal', 'spray', 'fight', 'covid', 'philippine', 'added', 'list', 'effective', 'treatment', 'better', 'question', '’', 'want', 'follow', 'work']"
59,10-60,31/03/23 22:27:56,https://mobile.twitter.com/OruamSoa/status/1439423480534081539,Ivermectin effective Philippines,@OruamSoa,Mauro Ag,Anonymous,03/21,230,146,"Dr. Benigno Agbayani Jr., Presid.of the
Concerned Drs and Citizens of the Philippines: Ivermectin against COVID-19 there are at lst 52 studies on drug's use prevent and
treatment of COVID-19. All the studies, 98% have shown a effective against the virus.

{https://www.youtube.com/watch?v=WYn6SHgXSW4}",Dr Benigno Agbayani Jr Presidof theConcerned Drs and Citizens of the Philippines: Ivermectin against COVID-19 there are at lst 52 studies on drug's use prevent andtreatment of COVID-19 All the studies 98% have shown a effective against the virus{https://wwwyoutubecom/watchv=WYn6SHgXSW4},301,"Text, URL",19/09/21 10:57,Rational,0,0,0,1,"['dr', 'benigno', 'agbayani', 'jr', 'presidof', 'theconcern', 'dr', 'citizen', 'philippin', ':', 'ivermectin', 'covid-19', 'lst', '52', 'studi', 'drug', ""'s"", 'use', 'prevent', 'andtreat', 'covid-19', 'all', 'studi', '98', '%', 'shown', 'effect', 'viru', '{', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/wwwyoutubecom/watchv=wyn6shgxsw4', '}']","['dr', 'benigno', 'agbayani', 'jr', 'presidof', 'theconcerned', 'drs', 'citizen', 'philippine', ':', 'ivermectin', 'covid-19', 'lst', '52', 'study', 'drug', ""'s"", 'use', 'prevent', 'andtreatment', 'covid-19', 'all', 'study', '98', '%', 'shown', 'effective', 'virus', '{', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/wwwyoutubecom/watchv=wyn6shgxsw4', '}']"
60,10-61,31/03/23 22:30:12,https://mobile.twitter.com/thepatiwhack/status/1444568497577672706,Ivermectin effective Philippines,@thepatiwhack,Vick Vack,Anonymous,08/21,255,25,"Philippines would be better off spending money on ivermectin! This Pfizer pill is apparently only half as effective, and some sources are speculating that it will be much more expensive. The cherry on top w/ ivermectin is its excellent safety profile, backed by 40+ years of data.",Philippines would be better off spending money on ivermectin This Pfizer pill is apparently only half as effective and some sources are speculating that it will be much more expensive The cherry on top w/ ivermectin is its excellent safety profile backed by 40+ years of data,280,"Text, Reply",03/10/21 15:42,Rational,2,0,0,1,"['philippin', 'would', 'better', 'spend', 'money', 'ivermectin', 'thi', 'pfizer', 'pill', 'appar', 'half', 'effect', 'sourc', 'specul', 'much', 'expens', 'the', 'cherri', 'top', 'w/', 'ivermectin', 'excel', 'safeti', 'profil', 'back', '40+', 'year', 'data']","['philippine', 'would', 'better', 'spending', 'money', 'ivermectin', 'this', 'pfizer', 'pill', 'apparently', 'half', 'effective', 'source', 'speculating', 'much', 'expensive', 'the', 'cherry', 'top', 'w/', 'ivermectin', 'excellent', 'safety', 'profile', 'backed', '40+', 'year', 'data']"
61,10-62,31/03/23 23:56:59,https://mobile.twitter.com/vikingwombat/status/1635990056094801921,Ivermectin covid Philippines,@vikingwombat,Wanda,Anonymous,11/10,410,235,"All of our friends, including expats, some over 80 years of age, in the Philippines, took Ivermectin. As Covid raged, NOT ONE ended up in hospital. Here in Australia, we called Hunt's Vic office  twice to pass on this info. We were stonewalled and I knew then it was malfeasance.",All of our friends including expats some over 80 years of age in the Philippines took Ivermectin As Covid raged NOT ONE ended up in hospital Here in Australia we called Hunt's Vic office  twice to pass on this info We were stonewalled and I knew then it was malfeasance,279,"Text, Reply",15/03/23 21:03,Rational,15,3,3,0,"['all', 'friend', 'includ', 'expat', '80', 'year', 'age', 'philippin', 'took', 'ivermectin', 'as', 'covid', 'rage', 'not', 'one', 'end', 'hospit', 'here', 'australia', 'call', 'hunt', ""'s"", 'vic', 'offic', 'twice', 'pass', 'info', 'we', 'stonewal', 'i', 'knew', 'malfeas']","['all', 'friend', 'including', 'expat', '80', 'year', 'age', 'philippine', 'took', 'ivermectin', 'a', 'covid', 'raged', 'not', 'one', 'ended', 'hospital', 'here', 'australia', 'called', 'hunt', ""'s"", 'vic', 'office', 'twice', 'pas', 'info', 'we', 'stonewalled', 'i', 'knew', 'malfeasance']"
62,10-63,01/04/23 00:01:38,https://mobile.twitter.com/vikingwombat/status/1439713632594501633,Ivermectin covid Philippines,@vikingwombat,Wanda,Anonymous,11/10,410,235,My American friends in the Philippines take Ivermectin...15mg every 10 days...and not one has contracted covid which is out of control there. They are also over 70 years of age and unvaccinated.,My American friends in the Philippines take Ivermectin15mg every 10 daysand not one has contracted covid which is out of control there They are also over 70 years of age and unvaccinated,194,"Text, Reply",20/09/21 06:10,Rational,54,2,20,0,"['my', 'american', 'friend', 'philippin', 'take', 'ivermectin15mg', 'everi', '10', 'daysand', 'one', 'contract', 'covid', 'control', 'they', 'also', '70', 'year', 'age', 'unvaccin']","['my', 'american', 'friend', 'philippine', 'take', 'ivermectin15mg', 'every', '10', 'daysand', 'one', 'contracted', 'covid', 'control', 'they', 'also', '70', 'year', 'age', 'unvaccinated']"
63,10-64,01/04/23 00:10:03,https://mobile.twitter.com/hannaisYOURS/status/1439839089797128193,Ivermectin Philippines,@hannaisYOURS,InsaneFreak,Anonymous,02/10,169,58,"truth! I'm from Philippines. Knew most of my nurses and doctors friends uses IVM for there prophylaxis. Some of them are unvaccinated and some were vaccinated, hoards more IVM for 800capsules every month. 😅",truth I'm from Philippines Knew most of my nurses and doctors friends uses IVM for there prophylaxis Some of them are unvaccinated and some were vaccinated hoards more IVM for 800capsules every month 😅,207,"Text, Reply",20/09/21 14:29,Rational,1,0,0,0,"['truth', 'i', ""'m"", 'philippin', 'knew', 'nurs', 'doctor', 'friend', 'use', 'ivm', 'prophylaxi', 'some', 'unvaccin', 'vaccin', 'hoard', 'ivm', '800capsul', 'everi', 'month', 'smiling_face_with_open_mouth_', '&', '_cold_sweat']","['truth', 'i', ""'m"", 'philippine', 'knew', 'nurse', 'doctor', 'friend', 'us', 'ivm', 'prophylaxis', 'some', 'unvaccinated', 'vaccinated', 'hoard', 'ivm', '800capsules', 'every', 'month', 'smiling_face_with_open_mouth_', '&', '_cold_sweat']"
64,10-65,01/04/23 00:12:54,https://mobile.twitter.com/junker_georg/status/1439777182528716800,Ivermectin,@junker_georg,Junker Georg,Anonymous,07/17,117,8,Same here. (USA). Farmers who work with Ivermectin laugh about this hysteria over/against Ivermectin. All Media driven (in cahoots w/ Big Pharma/Big Govt). The CDC recommended it for Afghans coming into the US. It isn't just anti-parisitical. It's also anti-inflammatory.,Same here USA Farmers who work with Ivermectin laugh about this hysteria over/against Ivermectin All Media driven in cahoots w/ Big Pharma/Big Govt The CDC recommended it for Afghans coming into the US It isn't just anti-parisitical It's also anti-inflammatory,271,"Text, Reply",20/09/21 10:23,Rational,34,0,8,0,"['same', 'usa', 'farmer', 'work', 'ivermectin', 'laugh', 'hysteria', 'over/against', 'ivermectin', 'all', 'media', 'driven', 'cahoot', 'w/', 'big', 'pharma/big', 'govt', 'the', 'cdc', 'recommend', 'afghan', 'come', 'us', 'it', ""n't"", 'anti-parisit', 'it', ""'s"", 'also', 'anti-inflammatori']","['same', 'usa', 'farmer', 'work', 'ivermectin', 'laugh', 'hysteria', 'over/against', 'ivermectin', 'all', 'medium', 'driven', 'cahoot', 'w/', 'big', 'pharma/big', 'govt', 'the', 'cdc', 'recommended', 'afghan', 'coming', 'u', 'it', ""n't"", 'anti-parisitical', 'it', ""'s"", 'also', 'anti-inflammatory']"
65,10-66,01/04/23 00:16:59,https://mobile.twitter.com/PeterMy61496556/status/1402947496318537734,Ivermectin effective Philippines,@PeterMy61496556,@marshallmyers53 changed to,Anonymous,01/21,1316,877,"Ivermectin is the cheapest, safest and most effective prevention and treatment of #COVID19 in many countries and growing  including India, Mexico, Bolivia, Philippines, Honduras, Zimbabwe etc",Ivermectin is the cheapest safest and most effective prevention and treatment of COVID19 in many countries and growing  including India Mexico Bolivia Philippines Honduras Zimbabwe etc,191,"Text, Reply",10/06/21 19:15,Rational,1,0,0,1,"['ivermectin', 'cheapest', 'safest', 'effect', 'prevent', 'treatment', 'covid19', 'mani', 'countri', 'grow', 'includ', 'india', 'mexico', 'bolivia', 'philippin', 'hondura', 'zimbabw', 'etc']","['ivermectin', 'cheapest', 'safest', 'effective', 'prevention', 'treatment', 'covid19', 'many', 'country', 'growing', 'including', 'india', 'mexico', 'bolivia', 'philippine', 'honduras', 'zimbabwe', 'etc']"
66,10-67,01/04/23 00:36:21,https://twitter.com/zelformilles/status/14298210811923333133,Ivermectin covid,@zelformilles,Eleizl Custodio,Anonymous,07/17,86,177,"ito hindi fake news! Nagka-covid sya, uminom sya ng Ivermectin, gumaling siya! Ang dami na gumaling sa Ivermectin! Ano bang ebidensya hinahanap ng mga doctor quack quack? Kamo ayaw nila sa mura safe at effective na gamot, dahil wala doon ang kitaan, nandon sa bakuna!!",This is not fake news They got covid they drank Ivermectin they got cured A lot of peole are being cured What other evidence does the quack quack doctors need They don't like the cheap safe and effective medicine since they can't profit off of it the profit is in the vaccines,268,"Text, Reply",23/08/21 23:01,Rational,0,0,0,0,"['thi', 'fake', 'news', 'they', 'got', 'covid', 'drank', 'ivermectin', 'got', 'cure', 'a', 'lot', 'peol', 'cure', 'what', 'evid', 'quack', 'quack', 'doctor', 'need', 'they', ""n't"", 'like', 'cheap', 'safe', 'effect', 'medicin', 'sinc', 'ca', ""n't"", 'profit', 'profit', 'vaccin']","['this', 'fake', 'news', 'they', 'got', 'covid', 'drank', 'ivermectin', 'got', 'cured', 'a', 'lot', 'peole', 'cured', 'what', 'evidence', 'quack', 'quack', 'doctor', 'need', 'they', ""n't"", 'like', 'cheap', 'safe', 'effective', 'medicine', 'since', 'ca', ""n't"", 'profit', 'profit', 'vaccine']"
67,10-68,3/30/2023 20:24:16,https://mobile.twitter.com/zelformilles/status/1438537499555471365,Ivermectin safe effective,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Takot na takot angDOH dumipensa agad sa very effective na gamot kontra covid,Paano tapos agad ang plandemic pag ito ang ginamit! Lahat na lang ng tama pinalalabas nyong mali e kayo un! Palibhasa tuta sila ng who,ang who nmn kontrolado ng mga satanista na gus2 kontrolin ang earth!

{Alt-text image: Images about social media testimonies that are for the use of Ivermectin}",DOH is very scared very defensive on effective medicines against covid why the plandemic will end immediately if it's the one used All things true you guys just turn false Because you are a dog of WHO and WHO is controlled by satanists that want to control the earth,372,"Text, Image",17/09/21 00:17,Emotional,1,1,0,2,"['doh', 'scare', 'defens', 'effect', 'medicin', 'covid', 'plandem', 'end', 'immedi', ""'s"", 'one', 'use', 'all', 'thing', 'true', 'guy', 'turn', 'fals', 'becaus', 'dog', 'who', 'who', 'control', 'satanist', 'want', 'control', 'earth']","['doh', 'scared', 'defensive', 'effective', 'medicine', 'covid', 'plandemic', 'end', 'immediately', ""'s"", 'one', 'used', 'all', 'thing', 'true', 'guy', 'turn', 'false', 'because', 'dog', 'who', 'who', 'controlled', 'satanist', 'want', 'control', 'earth']"
