ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Theme,Reasoning,Remarks,Reviewer,Review
10-57,31/03/23 22:13:24,https://mobile.twitter.com/MhaeMha04518743/status/1387616826729828352,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin,@MhaeMha04518743,: ✨𝑀𝒾 𝒦𝒶 ✨:,"Anti-Terrorist, Anti-Communist  Anti-Corrupt, Anti-Hippocrisy basta anti sa lahat ng kasamaan.


👉Love, Peace, Hope👊🙏",Anonymous,03/21,65,64,,"#Ivermectine

{I am treating lot of people through phone consultations. My policy is ""Pill First and Test Next"". I have two options: Mild-Moderate & Severe treatment options. We are getting excellent results with Ivermectin (started early), BIG Doctors who constantly appears on TV don't want to give credit to this cheap drug. None of my hospital staff got positive till now. Nothing exaggeration.

We still believe that IVERMECTIN is SAVING INDIA. The most powerful weapon of India (IVERMECTIN) has been getting BAD propaganda by Big pharma & Big scientists since Jan 2021 (Coincidentally the month when global political power change). Many Indian doctors under the influence of their NRI doctors have stopped using Ivermectin. This lead to neglected early home-care and people presented to hospitals in late state. Interestingly HFNC (High Flow Nasal Cannula) have been extensively used in hospitals in this 2nd wave. HFNC, though convenient & very good treatment, it is consuming more Oxygen. Doctors didn't realize this. Finally India has witnessed a Covid Tsunami and unexpected Oxygen shortage. But on 22nd April 2021, due to acute SHORTAGE of beds & Oxygen, India' apex health institute AIIMS Delhi has finally included IVERMECTIN for early HOME-CARE treatment for Mild-Moderate Covid-19. This is GAME CHANGER decision for INDIA and even for the entire WORLD. Ivermectin saved India in 2020 after it got official permission in Uttar Pradesh (8th August), followed by many other states (Bihar, Jharkand, Assam, West Bengal, Odisha, Uttarakand, Goa). This lead to control of Covid by October 2020. Now with the official acceptance of Ivermectin for Covid-19 by AIIMS Delhi (from 22nd April 2021), doctors have again STARTED prescribing IVERMECTIN for early HOME-CARE. So we are sure that the steep spike will have an ABRUPT FALL in 2 weeks (Mostly by 10th May 2021).

It's not a prediction, but a reality. Trust Ivermectin. It works on ALL VARIANTS of Coronavirus. We BEG health agencies & main stream media in other countries, NOT to give BAD PROPAGANDA to Ivermectin (a SAFE HUMAN drug since 33 years. Ivermectin is saving India (1380 million pop) & Africa 1350 million population)}","#Ivermectine

{I am treating lot of people through phone consultations. My policy is ""Pill First and Test Next"". I have two options: Mild-Moderate & Severe treatment options. We are getting excellent results with Ivermectin (started early), BIG Doctors who constantly appears on TV don't want to give credit to this cheap drug. None of my hospital staff got positive till now. Nothing exaggeration.

We still believe that IVERMECTIN is SAVING INDIA. The most powerful weapon of India (IVERMECTIN) has been getting BAD propaganda by Big pharma & Big scientists since Jan 2021 (Coincidentally the month when global political power change). Many Indian doctors under the influence of their NRI doctors have stopped using Ivermectin. This lead to neglected early home-care and people presented to hospitals in late state. Interestingly HFNC (High Flow Nasal Cannula) have been extensively used in hospitals in this 2nd wave. HFNC, though convenient & very good treatment, it is consuming more Oxygen. Doctors didn't realize this. Finally India has witnessed a Covid Tsunami and unexpected Oxygen shortage. But on 22nd April 2021, due to acute SHORTAGE of beds & Oxygen, India' apex health institute AIIMS Delhi has finally included IVERMECTIN for early HOME-CARE treatment for Mild-Moderate Covid-19. This is GAME CHANGER decision for INDIA and even for the entire WORLD. Ivermectin saved India in 2020 after it got official permission in Uttar Pradesh (8th August), followed by many other states (Bihar, Jharkand, Assam, West Bengal, Odisha, Uttarakand, Goa). This lead to control of Covid by October 2020. Now with the official acceptance of Ivermectin for Covid-19 by AIIMS Delhi (from 22nd April 2021), doctors have again STARTED prescribing IVERMECTIN for early HOME-CARE. So we are sure that the steep spike will have an ABRUPT FALL in 2 weeks (Mostly by 10th May 2021).

It's not a prediction, but a reality. Trust Ivermectin. It works on ALL VARIANTS of Coronavirus. We BEG health agencies & main stream media in other countries, NOT to give BAD PROPAGANDA to Ivermectin (a SAFE HUMAN drug since 33 years. Ivermectin is saving India (1380 million pop) & Africa 1350 million population)}",2190,"Text, Image, Reply",29/04/21 11:56,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-58,31/03/23 22:19:40,https://mobile.twitter.com/CKellyUAP/status/1374125291631611906,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@CKellyUAP,Craig Kelly,Proud longstanding former Federal Member for Hughes • United Australia Party • All content authorised by Craig Kelly • National Director • UAP • Sydney,Identified,11/20,4445,87.3K,,"#ivermectin viewed as a game changer in the Philippines where it's increasingly seen as a low cost & effective way of dealing with Covid in a country facing many logistical challenges. They're just doing their best to save lives!

{https://www.manilatimes.net/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/}","#ivermectin viewed as a game changer in the Philippines where it's increasingly seen as a low cost & effective way of dealing with Covid in a country facing many logistical challenges. They're just doing their best to save lives!

{https://www.manilatimes.net/2021/03/21/opinion/columnists/ivermectin-game-changer-vs-covid-19-whats-the-controversy/853847/}",356,"Text, URL",23/03/21 06:26,,Rational,212,14,86,11,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-59,31/03/23 22:24:18,https://mobile.twitter.com/CSflowerfanatic/status/1441069355312291844,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@CSflowerfanatic,C,,Anonymous,09/18,219,43,,"Ivermectin was the noble peace prize medicine for 2015. Finland is using it in a nasal spray to fight Covid and the Philippines just added it to its list of effective treatments. 
Better question is why wouldn’t you want to follow what works?","Ivermectin was the noble peace prize medicine for 2015. Finland is using it in a nasal spray to fight Covid and the Philippines just added it to its list of effective treatments. 
Better question is why wouldn’t you want to follow what works?",243,"Text, Reply",23/09/21 23:58,,Rational,2,0,0,,,,Factual,"The Nobel Prize in fact was not awarded for Ivermectin curing Covid 19, rather it was actually awarded to two scientiests for their discoveries involving the drug for treating parasitic infections.

[https://www.reuters.com/article/factcheck-nobel-ivermectin-idUSL1N2QB2XA]",No location,,
10-60,31/03/23 22:27:56,https://mobile.twitter.com/OruamSoa/status/1439423480534081539,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@OruamSoa,Mauro Ag,"“DEUS QUE ME CONCEDA ESSES ÚLTIMOS DESEJOS – PAZ E PROSPERIDADE PARA O BRASIL.” 
D. Pedro II - Imperador do Brasil",Anonymous,03/21,230,146,,"Dr. Benigno Agbayani Jr., Presid.of the
Concerned Drs and Citizens of the Philippines: Ivermectin against COVID-19 there are at lst 52 studies on drug's use prevent and
treatment of COVID-19. All the studies, 98% have shown a effective against the virus.

{https://www.youtube.com/watch?v=WYn6SHgXSW4}","Dr. Benigno Agbayani Jr., Presid.of the
Concerned Drs and Citizens of the Philippines: Ivermectin against COVID-19 there are at lst 52 studies on drug's use prevent and
treatment of COVID-19. All the studies, 98% have shown a effective against the virus.

{https://www.youtube.com/watch?v=WYn6SHgXSW4}",301,"Text, URL",19/09/21 10:57,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-61,31/03/23 22:30:12,https://mobile.twitter.com/thepatiwhack/status/1444568497577672706,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@thepatiwhack,Vick Vack,Joined to hear from the “fringe” about covid/vaccines/treatments. Staying to learn about what I don’t know I should learn. A bad student by current “standards.”,Anonymous,08/21,255,25,Canada,"Philippines would be better off spending money on ivermectin! This Pfizer pill is apparently only half as effective, and some sources are speculating that it will be much more expensive. The cherry on top w/ ivermectin is its excellent safety profile, backed by 40+ years of data.","Philippines would be better off spending money on ivermectin! This Pfizer pill is apparently only half as effective, and some sources are speculating that it will be much more expensive. The cherry on top w/ ivermectin is its excellent safety profile, backed by 40+ years of data.",280,"Text, Reply",03/10/21 15:42,,Rational,2,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-62,31/03/23 23:56:59,https://mobile.twitter.com/vikingwombat/status/1635990056094801921,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid Philippines,@vikingwombat,Wanda,International in my thinking. A believer in true Democracy and equal educational opportunities for all. Dislike nastiness. Love to travel. Always a Viking...,Anonymous,11/10,410,235,"Queensland, Australia","All of our friends, including expats, some over 80 years of age, in the Philippines, took Ivermectin. As Covid raged, NOT ONE ended up in hospital. Here in Australia, we called Hunt's Vic office  twice to pass on this info. We were stonewalled and I knew then it was malfeasance.","All of our friends, including expats, some over 80 years of age, in the Philippines, took Ivermectin. As Covid raged, NOT ONE ended up in hospital. Here in Australia, we called Hunt's Vic office  twice to pass on this info. We were stonewalled and I knew then it was malfeasance.",279,"Text, Reply",15/03/23 21:03,,Rational,15,3,3,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-63,01/04/23 00:01:38,https://mobile.twitter.com/vikingwombat/status/1439713632594501633,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid Philippines,@vikingwombat,Wanda,International in my thinking. A believer in true Democracy and equal educational opportunities for all. Dislike nastiness. Love to travel. Always a Viking...,Anonymous,11/10,410,235,"Queensland, Australia",My American friends in the Philippines take Ivermectin...15mg every 10 days...and not one has contracted covid which is out of control there. They are also over 70 years of age and unvaccinated.,My American friends in the Philippines take Ivermectin...15mg every 10 days...and not one has contracted covid which is out of control there. They are also over 70 years of age and unvaccinated.,194,"Text, Reply",20/09/21 06:10,,Rational,54,2,20,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-64,01/04/23 00:10:03,https://mobile.twitter.com/hannaisYOURS/status/1439839089797128193,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin Philippines,@hannaisYOURS,InsaneFreak,Josh 1:9,Anonymous,02/10,169,58,,"truth! I'm from Philippines. Knew most of my nurses and doctors friends uses IVM for there prophylaxis. Some of them are unvaccinated and some were vaccinated, hoards more IVM for 800capsules every month. 😅","truth! I'm from Philippines. Knew most of my nurses and doctors friends uses IVM for there prophylaxis. Some of them are unvaccinated and some were vaccinated, hoards more IVM for 800capsules every month. 😅",207,"Text, Reply",20/09/21 14:29,,Rational,1,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",Tweet is a reply agreeing to entry 10-69,,
10-65,01/04/23 00:12:54,https://mobile.twitter.com/junker_georg/status/1439777182528716800,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin,@junker_georg,Junker Georg,Solus Christus,Anonymous,07/17,117,8,,Same here. (USA). Farmers who work with Ivermectin laugh about this hysteria over/against Ivermectin. All Media driven (in cahoots w/ Big Pharma/Big Govt). The CDC recommended it for Afghans coming into the US. It isn't just anti-parisitical. It's also anti-inflammatory.,Same here. (USA). Farmers who work with Ivermectin laugh about this hysteria over/against Ivermectin. All Media driven (in cahoots w/ Big Pharma/Big Govt). The CDC recommended it for Afghans coming into the US. It isn't just anti-parisitical. It's also anti-inflammatory.,271,"Text, Reply",20/09/21 10:23,,Rational,34,0,8,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",Tweet is a reply agreeing to entry 10-69,,
10-66,01/04/23 00:16:59,https://mobile.twitter.com/PeterMy61496556/status/1402947496318537734,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@PeterMy61496556,@marshallmyers53 changed to,"Every moment is precious. Live more. Complain less. Here lies what's is name. 🍒 No DMs, politics or religion.",Anonymous,01/21,1316,877,"Cape Town, South Africa","Ivermectin is the cheapest, safest and most effective prevention and treatment of #COVID19 in many countries and growing  including India, Mexico, Bolivia, Philippines, Honduras, Zimbabwe etc","Ivermectin is the cheapest, safest and most effective prevention and treatment of #COVID19 in many countries and growing  including India, Mexico, Bolivia, Philippines, Honduras, Zimbabwe etc",191,"Text, Reply",10/06/21 19:15,,Rational,1,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-67,01/04/23 00:36:21,https://twitter.com/zelformilles/status/14298210811923333133,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid,@zelformilles,Eleizl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Anonymous,07/17,86,177,,"ito hindi fake news! Nagka-covid sya, uminom sya ng Ivermectin, gumaling siya! Ang dami na gumaling sa Ivermectin! Ano bang ebidensya hinahanap ng mga doctor quack quack? Kamo ayaw nila sa mura safe at effective na gamot, dahil wala doon ang kitaan, nandon sa bakuna!!","This is not fake news! They got covid, they drank Ivermectin, they got cured! A lot of peole are being cured! What other evidence does the quack quack doctors need? They don't like the cheap, safe and effective medicine since they can't profit off of it, the profit is in the vaccines!!

{Alt-text image: CNN Twitter post about Rep. Defensor drinking Ivermectin}",268,"Text, Reply",23/08/21 23:01,,Rational,0,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-68,3/30/2023 20:24:16,https://mobile.twitter.com/zelformilles/status/1438537499555471365,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin safe effective,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Takot na takot angDOH dumipensa agad sa very effective na gamot kontra covid,Paano tapos agad ang plandemic pag ito ang ginamit! Lahat na lang ng tama pinalalabas nyong mali e kayo un! Palibhasa tuta sila ng who,ang who nmn kontrolado ng mga satanista na gus2 kontrolin ang earth!

{Alt-text image: Images about social media testimonies that are for the use of Ivermectin}","DOH is very scared, very defensive on effective medicines against covid, why? the plandemic will end immediately if it's the one used! All things true, you guys just turn false! Because you are a dog of WHO, and WHO is controlled by satanists that want to control the earth!

{Alt-text image: Images about social media testimonies that are for the use of Ivermectin}",372,"Text, Image",17/09/21 00:17,,Emotional,1,1,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Tweet is part of a thread, No Location",,
10-69,3/30/2023 20:35:12,https://twitter.com/zelformilles/status/1433626723082391553,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Kaya pala hindi namamatay ang masasamang damo sa earth!! Umiinom sila ng Ivermectin na totoong solusyon sa covid!!! And why are u hiding these truths from us DOH FDA!?!?! Mga makasarili! Mga loko-loko! Mga walang konsensya! Yan ang totoong solusyon, Ivermectin, hindi bakuna!!

{Alt-text image: Facebook post of a Youtube video that claims DOH and FDA staff use ivermectin}","That's why the evil weeds are not disappearing from this earth!! They drink Ivermectin which is the true solution to covid!!! And why are u hiding these truths from us DOH FDA!?!?! You guys are selfish! Dumb! No Conscience! the true solution is Ivermectin, not vaccines!!

{Alt-text image: Facebook post of a Youtube video that claims DOH and FDA staff use ivermectin}",373,"Text, Image",03/09/21 11:03,,Emotional,0,1,0,,,FALSE,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Tweet is part of a thread, No Location",,
10-70,3/30/2023 20:38:31,https://mobile.twitter.com/zelformilles/status/1423977085991718913,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin safe effective,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Dun tayo sa covid gone! Because Ivermectin is safe and effective! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}
","Let's go to the one where covid is gone! Because Ivermectin is safe and effective! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}
",164,"Text, Image",07/08/21 19:59,,Rational,1,1,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Tweet is part of a thread, No Location",,
10-71,3/30/2023 20:40:50,https://mobile.twitter.com/zelformilles/status/1423978317275754504/photo/2,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin end covid 19,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Ivermectin use can end Covid-19 pandemic: Study  #Yestoivermectin

{Alt-text image: Articles and Twitter posts that support the use of Ivermectin}","Ivermectin use can end Covid-19 pandemic: Study  #Yestoivermectin

{Alt-text image: Articles and Twitter posts that support the use of Ivermectin}",146,"Text, Image",07/08/21 20:04,,Rational,0,1,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Tweet is part of a thread, No Location",,
10-72,3/30/2023 20:42:52,https://mobile.twitter.com/zelformilles/status/1424167427508641797,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Uminom na po kayo agad ng Ivermectin! Ivermectin is very effective worldwide! It kills the virus and variants within 48 hrs! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}","Drink Ivermectin right away! Ivermectin is very effective worldwide! It kills the virus and variants within 48 hrs! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}",222,"Text, Image",08/08/21 08:35,,Rational,0,1,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Tweet is part of a thread, No Location",,
10-73,3/30/2023 20:44:35,https://twitter.com/zelformilles/status/1429821081192333313,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"ito hindi fake news! Nagka-covid sya, uminom sya ng Ivermectin, gumaling siya! Ang dami na gumaling sa Ivermectin! Ano bang ebidensya hinahanap ng mga doctor quack quack? Kamo ayaw nila sa mura safe at effective na gamot, dahil wala doon ang kitaan, nandon sa bakuna!!

{Alt-text image: CNN Twitter post about Rep. Defensor drinking Ivermectin}","This is not fake news! They got covid, they drank Ivermectin, they got cured! A lot of peole are being cured! What other evidence does the quack quack doctors need? They don't like the cheap, safe and effective medicine since they can't profit off of it, the profit is in the vaccines!!

{Alt-text image: CNN Twitter post about Rep. Defensor drinking Ivermectin}",344,"Text, Image",23/07/22 23:01,,Emotional,126,1,12,135,,Misleading,Anecdotal,"The Nobel Prize in fact was not awarded for Ivermectin curing Covid 19, rather it was actually awarded to two scientiests for their discoveries involving the drug for treating parasitic infections.

[https://www.reuters.com/article/factcheck-nobel-ivermectin-idUSL1N2QB2XA]","Tweet is part of a thread, No Location",,
10-74,3/30/2023 20:47:16,https://mobile.twitter.com/AngeliPV/status/1552648208727568384,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin noble prize,@AngeliPV,Angeli Pangilinan Valenciano,Wife.Mom.I love my family& I live for the Lord Jesus' purpose in my life.I thank Him that His power is made perfect in my weakness. He is coming soon.,Identified,07/10,4239,300203,"Manila, Philippines","Please consult the  @Covid19Critical group. Our pulmonologist in Houston Dr. Joseph Varon is one of the best Covid specialists in the USA having been interviewed by BBC, CNN, ABC etc&he was the one who said Ivermectin works &has been repurposed by tens of thousands for Covid.","Please consult the  @Covid19Critical group. Our pulmonologist in Houston Dr. Joseph Varon is one of the best Covid specialists in the USA having been interviewed by BBC, CNN, ABC etc&he was the one who said Ivermectin works &has been repurposed by tens of thousands for Covid.",276,Text,28/07/22 21:32,,Rational,11,4,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",,,
10-75,3/30/2023 20:48:16,https://mobile.twitter.com/jojo_castaneda/status/1373466659122339842,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin miracle drug,@jojo_castaneda,Jojo Castaneda,The most common elements in the universe are Hydrogen and Stupidity !,Identified,05/17,1153,422,,@Drbeen123 we are from the Philippines and many of us are very well aware of the prevention and cure of Ivermectin thru Dr Allan Landrito but our own CDC FDA & DOH are still not convinced it’s a miracle drug .....,@Drbeen123 we are from the Philippines and many of us are very well aware of the prevention and cure of Ivermectin thru Dr Allan Landrito but our own CDC FDA & DOH are still not convinced it’s a miracle drug .....,213,Text,21/03/21 10:49,,Rational,2,1,1,,,,Anecdotal,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-76,3/30/2023 20:51:19,https://mobile.twitter.com/zelformilles/status/1425726539107168266,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin DOH,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,84,176,,"Grabe DOH ang lupit mo! Napakagulo ng department nyo maxado! Peke na nga yung mga doctors experts nyo puro corruption pa kayo!? Puro pa kayo push bakuna dahil andun ang kitaan! Sa Ivermectin na totoong solusyon wala kayo mapapala kaya di nyo pinapansin!? hay Lord have mercy

{Alt-text image: Facebook posts about DOH corruption as the reason for not supporting Ivermectin}","DOH is so cruel! The department is so disorganized! The doctor experts are alreadyy fake, you guys are also deep in corruption!? You guys keep pushing vaccine since that's where the money is! Ivermectin which is the true solution, you guys don't notice!? hay Lord have mercy

{Alt-text image: Facebook posts about DOH corruption as the reason for not supporting Ivermectin}
",373,"Text,Image",12/08/21 15:51,,"Rational, Emotional",0,1,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-77,3/30/2023 22:00:11,https://mobile.twitter.com/alvin_galindez/status/1407258953851883520,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon,@alvin_galindez,CryptoTech,Retired and simply enjoying,Identified,12/19,387,17,Manila City,"Pwede ba mamigay muna kau ng libreng ivermectin sa lahat ng pinoy para matapos na ang covid. Kami naman ang maguutos sa gobyerno, hindi ung puro na pang kami sunod at kami pa lagi nasisisi. Walang magandang resulta ang solusyon eh kaya kami naman ang magbibigay ng solusyon.","Is it possible to just distribute free ivermectin for now to all pinoys so that covid can finally end. Let's try that we control the government, not where we just follow but still get blamed. There are no good results on the solution so now let's try that we're the ones to be giving solutions.",274,"Text, Reply",22/06/21 16:47,,Emotional,0,1,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",,,
10-78,30/03/23 22:15:26,https://mobile.twitter.com/hakki501/status/1372379964314554372,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon,@hakki501,J.,"Nothing to boast of except the cross of Jesus Christ. Saved by His grace through faith. (Ephesians 2: 8,9)",Anonymous,10/11,1392,877,,"Ivermectin ang solusyon, hindi bakuna!","Ivermectin is the solution, not vaccines!",38,"Text, Reply",18/03/21 10:50,,Rational,0,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-79,30/03/23 22:32:52,https://mobile.twitter.com/jpsangs/status/1421610805355638784,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin mabisang gamot,@jpsangs,TNTrio Movement,,Anonymous,02/13,810,727,,Bakit di ninyo subukan ang Ivermectin sir. Paulit ulit lang ang nangyayari dito sa Covid na ito. Walang katapusang lockdown na walang namang ibinibigay na solusyon. Try ninyo ang mura at mabisang gamot na Ivermectin. FYI,Why can't you just try Ivermectin sir. What's happening with Covid just keeps repeating and repeating. There is no end to this lockdown that doesn't offer a solution. Try the cheap and effective medicine called Ivermectin. FYI,220,"Text, Reply",01/08/21 07:16,,Emotional,1,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
